country,sector,year,gva,hours,capital,tfp,tfp_growth,exports,export_share
ES,J,2015,36794.0,771719,108985.0,0.09095955445278675,-0.03012983494714616,766.05429,2.082008724248519
ES,J,2016,37624.0,802290,112900.0,0.08957234433289217,-0.015250845589999229,862.13661,2.2914538858175635
ES,J,2017,39885.0,857686,114732.0,0.090319955515258,0.0083464509937059,945.86421,2.3714785257615643
ES,J,2018,40648.0,891062,115100.0,0.08962847694445726,-0.00765587811526236,939.1312399999999,2.3103996260578628
ES,J,2019,42675.0,911392,115926.0,0.09246797712044787,0.03168078129621943,930.5116700000001,2.180460855301699
ES,J,2020,40487.0,904662,119738.0,0.08722745157329817,-0.056673950380935034,820.8807800000001,2.0275169313606836
ES,J,2021,43558.0,976334,126744.0,0.08751267285507225,0.0032698568699374153,865.4641899999999,1.9869236190826023
ES,J,2022,49632.0,1082700,131042.0,0.09202288724737506,0.051537842979291426,1050.14879,2.115870386041264
ES,J,2023,55845.0,1125759,137192.0,0.09935674583718719,0.07969602790333363,1071.59457,1.9188728982003762
ES,K,2014,36682.0,595672,54435.0,0.1356308166650416,0.10185909913422986,40.27471,0.1097942042418625
ES,K,2015,37138.0,582200,56145.0,0.1380217338293485,0.017628126284984225,62.97681,0.16957512520868115
ES,K,2016,39036.0,592569,57668.0,0.1421090427608386,0.029613516785289118,251.65944,0.6446855210574854
ES,K,2017,40551.0,586494,57652.0,0.14866071920012602,0.04610316354261501,352.19038,0.8685121945204803
ES,K,2018,44539.0,586525,55503.0,0.16533471722969817,0.11216142447909005,232.36635,0.521714340241137
ES,K,2019,43851.0,605510,53174.0,0.1616134264384029,-0.02250761880897223,36.26874,0.08270903742217967
ES,K,2020,45965.0,603287,55184.0,0.16775592118796906,0.038007329495654885,46.959720000000004,0.10216408136625695
ES,K,2021,46505.0,614290,56461.0,0.16642264247365657,-0.007947729682927673,92.9693,0.19991248252876037
ES,K,2022,52948.0,582298,60168.0,0.1923142963623057,0.15557771168516088,417.19565,0.7879346717534184
ES,K,2023,73730.0,592878,60893.0,0.26354223634713025,0.3703725689255908,262.80294,0.35643963108639626
ES,L,2014,121851.0,294388,1424186.0,0.24602294538598476,-0.06491996566884994,42.39217,0.0347901699616745
ES,L,2015,119749.0,311901,1469203.0,0.23022032636956183,-0.06423229748603432,158.69884,0.13252623403953268
ES,L,2016,121874.0,336005,1503791.0,0.22120123663575605,-0.03917590542951388,90.05119,0.07388876216420238
ES,L,2017,124735.0,347382,1541120.0,0.21961469785614934,-0.007172377531592167,64.83909,0.051981472722171
ES,L,2018,129739.0,381970,1607946.0,0.21136903460780748,-0.03754604463560485,121.31157,0.09350432021211817
ES,L,2019,133936.0,396008,1674915.0,0.21014451405950665,-0.005793282590200177,85.98051,0.06419522010512484
ES,L,2020,134806.0,373478,1753290.0,0.21668054366216208,0.031102546892109784,65.81671,0.04882327937925612
ES,L,2021,138045.0,408809,1922412.0,0.20259683013823762,-0.06499759178139741,85.13611,0.061672722662899776
ES,L,2022,146180.0,452649,2116465.0,0.19412257736864671,-0.04182816070620987,76.69663,0.05246725270214804
ES,L,2023,159783.0,462905,2228370.0,0.2055015996800991,0.05861771704093521,75.35222999999999,0.04715910328382869
ES,TOTAL,2014,946493.0,30543000,3878070.0,0.06123270006598711,-0.0011756721632177891,218820.65157,23.119098775162623
ES,TOTAL,2015,987936.0,31458249,3948021.0,0.06229331541703731,0.01732106129416522,232243.25553,23.50792516215625
ES,TOTAL,2016,1019400.0,32261468,4026184.0,0.06279302006011808,0.008021802014154922,239810.17222,23.52463922111046
ES,TOTAL,2017,1061122.0,32952217,4129727.0,0.06390407714313127,0.017693958372275498,255952.42159,24.120923097438375
ES,TOTAL,2018,1097845.0,33765616,4259460.0,0.0643837094763201,0.0075055044158538475,266926.7817,24.313703819755975
ES,TOTAL,2019,1137968.0,34348535,4369824.0,0.06542119023731463,0.016114025883769534,267249.3814,23.484788798982045
ES,TOTAL,2020,1030964.0,30576946,4530544.0,0.06331401182029008,-0.03220941730623961,241781.08816999997,23.451942858334526
ES,TOTAL,2021,1118595.0,32787923,4927896.0,0.06376263414954349,0.007085672134104826,286580.03356,25.6196419222328
ES,TOTAL,2022,1254715.0,34448678,5293095.0,0.06757954717664671,0.059861282050414744,343203.89660000004,27.35313570013908
ES,TOTAL,2023,1366751.0,35369626,5488022.0,0.07146604666760051,0.05750999604650864,344748.00284,25.223907122804373
NL,A,2014,12222.0,382764,53014.0,0.06130975257524622,-0.020131370297338247,4490.29857,36.73947447226313
NL,A,2015,12627.0,378509,53284.0,0.06371066952314952,0.03916044099112326,4689.21557,37.13641854755683
NL,A,2016,13424.0,389738,53095.0,0.06649615030939605,0.043720789737336174,5106.1177099999995,38.03722966328963
NL,A,2017,14776.0,397857,53870.0,0.07184479139467281,0.08043534942083674,5081.604,34.390931239848406
NL,A,2018,13855.0,401167,54966.0,0.06654992671308803,-0.07369865760341521,5126.4571,37.00077300613497
NL,A,2019,14594.0,409046,57365.0,0.06822342086084048,0.025146446140613454,5452.46401,37.36099773879676
NL,A,2020,14185.0,400406,59032.0,0.06663387651148181,-0.023299100650507665,5627.20017,39.67007522030313
NL,A,2021,14752.0,397606,60520.0,0.06905431119575617,0.03632438649816949,5999.87527,40.671605680585685
NL,A,2022,16318.0,386547,64783.0,0.07611306916984134,0.10222038062294048,6476.6043,39.68993933080034
NL,A,2023,18393.0,384798,66926.0,0.08513345991712448,0.1185130339068936,6938.2182,37.722058391779484
NL,C,2014,65571.0,1105263,143707.0,0.11631135603680702,0.021544528784963157,126108.76914,192.323998627442
NL,C,2015,70958.0,1106433,145824.0,0.1251722224266824,0.07618229803005083,131521.26851999998,185.35086744271257
NL,C,2016,73940.0,1127376,148108.0,0.1281452313353098,0.023751347151871327,128311.01565,173.53396760887205
NL,C,2017,79216.0,1139986,150426.0,0.1355731455530762,0.0579648118027134,139043.62962,175.52467887800444
NL,C,2018,83919.0,1165029,155560.0,0.1399872134166265,0.03255857084043412,146668.75512000002,174.77419311478928
NL,C,2019,86468.0,1200922,162151.0,0.13941420256608658,-0.004093308499788062,161444.82319,186.71048617985844
NL,C,2020,85598.0,1155617,166065.0,0.14050329639739984,0.0078119288513449625,144373.76051,168.66487594336314
NL,C,2021,95886.0,1198699,170652.0,0.1522028027466452,0.08326855418505241,170023.05861,177.31791774607345
NL,C,2022,102836.0,1218380,183447.0,0.15765662414563764,0.035832595067718964,248069.89546,241.2286509199113
NL,C,2023,109965.0,1239274,193001.0,0.16390707771693258,0.03964599397689117,238594.58659,216.97320655663165
NL,F,2014,25828.0,838497,23371.0,0.1003878738979809,0.017018794263864434,940.78487,3.6424998838469875
NL,F,2015,26128.0,836031,23436.0,0.1016612909715105,0.012684969051378836,1127.55666,4.3155107930189835
NL,F,2016,28180.0,852021,23763.0,0.10776850790964586,0.06007416273955091,1227.54248,4.356076933995742
NL,F,2017,29966.0,878091,24523.0,0.11114706665190187,0.031350148645359566,1455.0647099999999,4.855718848027765
NL,F,2018,32629.0,922189,26190.0,0.11460133881547845,0.031078392508503194,1319.36246,4.043527107787551
NL,F,2019,36247.0,965377,28367.0,0.12025321275335435,0.04931769555481447,1507.31647,4.158458548293652
NL,F,2020,38666.0,946532,30365.0,0.1270970325272522,0.056911741625854884,1517.70135,3.92515737340299
NL,F,2021,41332.0,1013891,32988.0,0.12624517707757588,-0.006702402351476455,1672.33881,4.046111511661667
NL,F,2022,43981.0,1078174,36563.0,0.12461197109615853,-0.012936779203959303,2509.5188599999997,5.705915872763238
NL,F,2023,48484.0,1104161,40485.0,0.13072530533870874,0.049058964309558695,2354.05194,4.855317094299149
NL,J,2014,27924.0,466418,41705.0,0.13281162647970562,-0.012285404372117226,3634.6249,13.016132717375733
NL,J,2015,28817.0,478960,42040.0,0.1342887337784407,0.011121822222098787,3429.62967,11.9014112156019
NL,J,2016,30005.0,494903,42713.0,0.13607562828783162,0.013306362038822073,2693.42779,8.976596533911016
NL,J,2017,31006.0,511453,44270.0,0.13593452097066877,-0.0010369771496802072,3061.70248,9.874548409985163
NL,J,2018,32358.0,527354,44933.0,0.13830140103848573,0.017411913110192856,4145.49477,12.811344242536624
NL,J,2019,34452.0,549012,47631.0,0.14060184086682745,0.0166335251202665,3997.36539,11.602709247648903
NL,J,2020,36960.0,558150,50691.0,0.14614422436321056,0.03941899666614357,4296.890240000001,11.625785281385284
NL,J,2021,39019.0,581550,54299.0,0.14673087259036194,0.00401417318889985,4892.75582,12.539418795971194
NL,J,2022,44323.0,604947,61050.0,0.15617167491393086,0.06434094036859861,8557.867619999999,19.3079611488392
NL,J,2023,47186.0,620673,64742.0,0.16028896873822465,0.026363896183881685,6931.834309999999,14.690446975797904
NL,K,2014,55231.0,358857,44089.0,0.3074373101154662,0.0999657122330313,1709.5629199999998,3.095295975086455
NL,K,2015,54915.0,347202,41903.0,0.31780447862544414,0.03372124387272413,1237.49503,2.25347360466175
NL,K,2016,52353.0,340308,41812.0,0.30729671393166913,-0.03306361426756099,1293.7136799999998,2.471135713330659
NL,K,2017,50940.0,326809,42926.0,0.3045679612670472,-0.008879862819583195,1895.99849,3.7220229485669414
NL,K,2018,50410.0,319927,44483.0,0.30215414472543,-0.007925379056862636,2170.67304,4.306036580043642
NL,K,2019,51649.0,318770,46818.0,0.30513764354038664,0.009874095282286444,2161.51179,4.185002207206335
NL,K,2020,52838.0,321693,49625.0,0.3043542143662518,-0.0025674615725710392,2653.40982,5.021783224194707
NL,K,2021,51072.0,328285,51835.0,0.28606784540925256,-0.06008252258006819,3303.16583,6.467664924028822
NL,K,2022,51766.0,334717,55739.0,0.27943318107388476,-0.023192625252503207,10924.59965,21.103812637638605
NL,K,2023,48271.0,340985,56761.0,0.25580978298870916,-0.08454041855154404,8762.71473,18.153165938140912
NL,L,2014,35816.0,108805,942709.0,0.1614275754965636,0.0821551256273807,85.83389,0.23965236207281662
NL,L,2015,36277.0,107768,922222.0,0.16575531980198852,0.026809200919436726,88.4245,0.2437481048598285
NL,L,2016,37535.0,109034,932610.0,0.16953871797332482,0.022825199069664626,114.0233,0.30377860663380846
NL,L,2017,41501.0,111350,947405.0,0.18387358401084072,0.08455216725050008,148.26801999999998,0.35726372858485334
NL,L,2018,45337.0,111533,1007844.0,0.19659511302177599,0.06918627860207072,127.48451,0.28119308732381937
NL,L,2019,46104.0,112188,1080374.0,0.1946233993219976,-0.010029311865753177,162.31077,0.352053552837064
NL,L,2020,47533.0,111895,1163758.0,0.1961360320449662,0.007772101033267864,223.69539,0.4706107125575916
NL,L,2021,50712.0,115667,1255072.0,0.19961801897520998,0.01775291818611624,287.40437,0.5667383853920177
NL,L,2022,61450.0,117471,1354889.0,0.23342110173203987,0.1693388348925946,239.84586,0.3903105939788446
NL,L,2023,75564.0,119769,1441333.0,0.27760798043406604,0.18930113162070206,218.50233,0.2891619421946959
NL,TOTAL,2014,609309.0,12523791,2034706.0,0.08862353104672166,0.016327666065054647,340700.5386,55.91588809618765
NL,TOTAL,2015,627626.0,12623528,2045116.0,0.0906510634076176,0.02287803630648666,338438.25422,53.9235554645601
NL,TOTAL,2016,644312.0,12927763,2063601.0,0.09131645920816167,0.007340187478574789,343041.20527,53.24147389308285
NL,TOTAL,2017,671934.0,13228217,2105222.0,0.09316063325807904,0.02019541784590495,370353.77151,55.11758171338257
NL,TOTAL,2018,703557.0,13583155,2202593.0,0.0944105536493645,0.013416830130628998,389522.40802,55.36472638606396
NL,TOTAL,2019,739508.0,13943543,2325638.0,0.09577540002705386,0.014456502212224276,410833.98305000004,55.55504241333428
NL,TOTAL,2020,726149.0,13353961,2446750.0,0.09519900455695245,-0.006018199557909387,387839.05796,53.41039620794079
NL,TOTAL,2021,791730.0,13974568,2596438.0,0.0987314814471327,0.03710623768200194,478355.75376,60.41905116138078
NL,TOTAL,2022,888174.0,14511190,2810908.0,0.10520530461538878,0.06556999928865226,761223.55576,85.70657953959471
NL,TOTAL,2023,944801.0,14710313,2972481.0,0.10886903248390903,0.034824554540421326,742092.84485,78.54488350986081
PT,A,2014,3423.2,601989,10065.4,0.02193682135556428,0.024429425647168657,495.8057,14.483690698761395
PT,A,2015,3543.7,581026,10104.3,0.02322516789647169,0.05872986427819993,577.74829,16.30353274825747
PT,A,2016,3582.9,548468,10147.8,0.02437252885731673,0.049401621807838136,644.45751,17.987035920622958
PT,A,2017,3839.2,530242,10397.9,0.026500313596885736,0.0873025836598913,715.06025,18.625240935611586
PT,A,2018,3932.2,526561,10633.6,0.027068268220456923,0.021431996323165503,712.04888,18.108155231168304
PT,A,2019,4289.6,494151,10787.1,0.030667068227954376,0.1329527245033597,764.82428,17.829734240954867
PT,A,2020,4303.9,476010,10967.3,0.03137808911798301,0.023185160209755695,751.2867,17.455951578800626
PT,A,2021,4680.7,456942,11469.7,0.03455824705096671,0.10134963671707875,926.8395899999999,19.80130301023351
PT,A,2022,4648.4,425051,12625.9,0.03490048162567248,0.009903123101152822,1056.8900800000001,22.736642285517604
PT,A,2023,5778.0,443515,13117.8,0.04163464216290894,0.19295322653320834,1121.3793,19.40774143302181
PT,C,2014,20507.9,1275683,38994.5,0.050820909029571586,0.019279041590246404,34680.35426,169.10729162907953
PT,C,2015,21978.0,1309951,39622.9,0.05322369476396006,0.047279471781788596,36448.89855,165.84265424515422
PT,C,2016,22819.6,1322964,41335.0,0.05413597075897512,0.017140410846351095,36347.582310000005,159.28229377377346
PT,C,2017,24303.6,1357921,43706.0,0.05562450258344332,0.027496169434098938,40267.680799999995,165.68607449102188
PT,C,2018,25260.1,1402234,46771.8,0.055331263475892165,-0.005271761434832878,42022.69687,166.3599782661193
PT,C,2019,25605.3,1391009,49096.2,0.05549489174707981,0.0029572480530639655,42968.19931,167.80978668478795
PT,C,2020,24304.9,1289702,50708.4,0.05482638216160553,-0.012046326507330507,37463.68679,154.14046875321438
PT,C,2021,26938.2,1313672,55275.7,0.05833725877369695,0.06403626272006813,45093.31035,167.39541004966924
PT,C,2022,30402.6,1352452,63258.0,0.06175768078030506,0.058631860298350214,55839.19861,183.66586611013534
PT,C,2023,32661.2,1380674,68301.3,0.0637983591047075,0.03304331216163847,53136.48111,162.68992293608318
PT,F,2014,6304.4,531514,8385.7,0.046642404369183675,-0.035118618171970484,472.51865000000004,7.495061385698879
PT,F,2015,6398.1,538664,8197.3,0.04726684582777161,0.013387848826260429,360.82774,5.63960769603476
PT,F,2016,6523.8,551876,8021.4,0.0477599947997921,0.010433295545410504,249.03238000000002,3.8172902296207734
PT,F,2017,6920.3,572807,8035.3,0.04938654651712482,0.03405678170927695,277.90578000000005,4.0158053841596475
PT,F,2018,7541.1,603785,8318.0,0.051361453259784175,0.03998875973185445,286.56959,3.800103300579491
PT,F,2019,8151.7,638270,8668.2,0.05276897691066919,0.02740428008852902,274.55291,3.3680448250058266
PT,F,2020,8352.2,635108,8982.7,0.0536128295724816,0.015991453903700714,231.01191,2.765880965494121
PT,F,2021,8695.7,678228,9615.3,0.052228202850096814,-0.025826406355084153,261.60716,3.0084657934381362
PT,F,2022,10048.2,719951,10829.3,0.05575414681414881,0.06751034444305914,262.61163,2.613519137756016
PT,F,2023,11547.6,769791,11670.2,0.059770391102516654,0.07203489817099373,279.68113,2.421984914614292
PT,J,2014,5160.8,154637,12451.4,0.07663991939937347,-0.02941383669140074,104.1636,2.0183614943419625
PT,J,2015,5317.1,165765,12778.6,0.07472658677251613,-0.02496522232606857,93.234,1.7534746384307232
PT,J,2016,5660.3,172622,12861.1,0.07725440557466101,0.033827569427733906,100.44447,1.7745432220907016
PT,J,2017,5946.9,185229,13372.5,0.07643204110752591,-0.010644887641266476,115.72116,1.9459072794228927
PT,J,2018,6375.7,202171,13861.7,0.07636542876807513,-0.000871523754770176,107.96645,1.693405429992001
PT,J,2019,7140.6,216444,14299.4,0.0808720230390071,0.059013539812873717,156.64949,2.193786096406464
PT,J,2020,7782.4,227606,14641.4,0.08455868212605379,0.0455863344146652,160.5916,2.0635228207236844
PT,J,2021,8499.8,252054,15752.2,0.08419482474728751,-0.00430301619677409,192.05013,2.259466458034307
PT,J,2022,10019.8,285264,17587.3,0.08809025312111224,0.0462668386746683,288.32914,2.8775937643465936
PT,J,2023,11230.9,318429,18722.1,0.08985021167928627,0.01997903849537508,323.58408000000003,2.881194561433189
PT,K,2014,7948.2,162331,14416.4,0.10886218676488606,0.0024343525296661728,468.97375,5.900376814876324
PT,K,2015,7861.2,156822,13243.9,0.11331852650501772,0.04093560741854474,368.61907,4.689094158652623
PT,K,2016,8084.5,155016,12937.8,0.11835509266738896,0.04444609648315723,169.00483,2.0904796833446717
PT,K,2017,7968.0,150678,12573.4,0.12001527547642156,0.014027134545854913,3.1145,0.03908760040160642
PT,K,2020,9255.8,155130,12377.4,0.13742953281871462,0.036114253573447774,2.83967,0.030679898009896497
PT,K,2021,9604.2,155835,12457.9,0.14186617009165223,0.0322829975620309,9.132639999999999,0.09509006476333268
PT,K,2022,11430.9,156554,12966.6,0.16612034144019938,0.17096515210693153,15.01072,0.13131704415225398
PT,K,2023,16582.6,158629,12831.2,0.23970003171428797,0.44293004478669507,17.9019,0.1079559297094545
PT,L,2014,18862.5,72854,256965.1,0.17080359472857495,-0.021248080790719825,24.32951,0.12898348575215374
PT,L,2015,19100.2,78815,257558.7,0.16395354493493405,-0.0401048338855301,29.637580000000003,0.15516895111045959
PT,L,2016,20173.9,89148,262903.6,0.1583733972759204,-0.03403493142663172,31.94329,0.15833968642652138
PT,L,2017,21214.2,101132,274496.5,0.15088086036436413,-0.04730931482452616,37.11692,0.1749626193775867
PT,L,2020,23562.4,113072,320529.7,0.14775258690239756,0.023208294898170445,58.9804,0.25031575730825384
PT,L,2021,24399.8,120939,341375.4,0.14325182489373084,-0.03046147687173717,50.847730000000006,0.20839404421347718
PT,L,2022,25585.5,135737,371673.0,0.13518638323017731,-0.05630254043560523,81.06763000000001,0.31684989544859393
PT,L,2023,24767.1,144267,399779.3,0.12264012007240781,-0.09280715156353736,38.56725,0.15571968458156182
PT,TOTAL,2014,151138.9,8421756,549338.3,0.04417833237971512,-0.0068281825612904745,47004.39533,31.10013062818374
PT,TOTAL,2015,156080.7,8577921,550704.3,0.04502773915615443,0.019226773186878265,48563.30238,31.114226409799546
PT,TOTAL,2016,161745.0,8757435,559689.7,0.04577366768448111,0.01656597782402147,48972.94161,30.27787048131318
PT,TOTAL,2017,169071.4,8993236,578818.5,0.04648442275286733,0.01552759707361595,53771.22993,31.8038591565457
PT,TOTAL,2018,177157.3,9261851,608081.1,0.046985541535265636,0.01078035937033106,52973.020710000004,29.901686642322957
PT,TOTAL,2019,185473.9,9362594,633735.1,0.048174564217112144,0.025306139782470538,54555.2653,29.413985094398726
PT,TOTAL,2020,175104.3,8594651,653462.0,0.04768054103790689,-0.010254855175830913,47735.51599,27.261190039308005
PT,TOTAL,2021,187361.5,8980701,695621.7,0.04852654433977527,0.017743156504784308,56020.75307,29.899820971757805
PT,TOTAL,2022,211027.9,9536365,767142.7,0.050832822637169726,0.04752611851456501,69312.2552,32.84506702668226
PT,TOTAL,2023,235589.3,9998768,814319.1,0.053905016998573786,0.06043721756968945,66862.04226,28.380763583065953
