STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,stk_flow,Stock or flow,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),partner,Geopolitical entity (partner),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2015,,1594885.81,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2016,,1689153.65,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2017,,1606762.59,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2018,,872414.95,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2019,,755952.02,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2020,,652198.66,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2021,,596624.77,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2022,,622023.73,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,DE,Germany,2023,,681108.35,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2014,,42392.17,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2015,,158698.84,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2016,,90051.19,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2017,,64839.09,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2018,,121311.57,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2019,,85980.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2020,,65816.71,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2021,,85136.11,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2022,,76696.63,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,ES,Spain,2023,,75352.23,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2014,,85833.89,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2015,,88424.5,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2016,,114023.3,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2017,,148268.02,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2018,,127484.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2019,,162310.77,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2020,,223695.39,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2021,,287404.37,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2022,,239845.86,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,NL,Netherlands,2023,,218502.33,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2014,,24329.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2015,,29637.58,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2016,,31943.29,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2017,,37116.92,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2018,,,,,,C,confidential
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2019,,,,,,C,confidential
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2020,,58980.4,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2021,,50847.73,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2022,,81067.63,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,L,Real estate activities,WORLD,All countries of the world,PT,Portugal,2023,,38567.25,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2014,,129682013.15,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2015,,133525132.3,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2016,,134136781.78,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2017,,145026588.39,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2018,,147103166.87,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2019,,150498352.2,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2020,,140145446.07,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2021,,161841780.96,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2022,,188902321.49,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,AT,Austria,2023,,194831021.76,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2013,,978819583.93,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2014,,1006965633.03,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2015,,1066962731.99,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2016,,1071186489.61,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2017,,1136267176.52,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2018,,1167865908.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2019,,1174280909.82,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2020,,1068090720.28,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2021,,1206847400.52,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2022,,1377605672.24,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,DE,Germany,2023,,1375272065.31,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2014,,218820651.57,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2015,,232243255.53,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2016,,239810172.22,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2017,,255952421.59,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2018,,266926781.7,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2019,,267249381.4,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2020,,241781088.17,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2021,,286580033.56,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2022,,343203896.6,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,ES,Spain,2023,,344748002.84,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2014,,340700538.6,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2015,,338438254.22,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2016,,343041205.27,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2017,,370353771.51,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2018,,389522408.02,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2019,,410833983.05,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2020,,387839057.96,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2021,,478355753.76,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2022,,761223555.76,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,NL,Netherlands,2023,,742092844.85,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2014,,47004395.33,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2015,,48563302.38,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2016,,48972941.61,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2017,,53771229.93,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2018,,52973020.71,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2019,,54555265.3,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2020,,47735515.99,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2021,,56020753.07,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2022,,69312255.2,,,,,
dataflow,ESTAT:EXT_TEC09(1.0),Trade by NACE Rev. 2 activity sector,A,Annual,THS_EUR,Thousand euro,EXP,Exports,TOTAL,Total - all NACE activities,WORLD,All countries of the world,PT,Portugal,2023,,66862042.26,,,,,
